place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere
ChIJ02Pz0Wc1GkcR-uJvZQmLKuc,Edgaras Janciukas,en,en,5,3 months ago,Who loves asian food its good place for dinner! Childrens menu have :) Sushi very delicious!,1722196925,False
ChIJ02Pz0Wc1GkcR-uJvZQmLKuc,La Bruja,en,en,5,3 weeks ago,"Contrary to multiple opinions service was swift, although the place was far crowded. Also, the server was competent in regards to gluten content and generally helpful although in need of additional training in beverage department. Food itself was not of awe-inspiring quality, yet very properly prepared ans spiced, what is worth mentioning the portions were sizable, just enough to satisfy a hungry Pinoy girl. Cao Tom is a rather distant cousin of Xioabaos, Bun La Lot and Pho Tron were more original. All in all a good solution, considering a line in Italian place next door.",1728415618,False
ChIJ02Pz0Wc1GkcR-uJvZQmLKuc,Deepak Khanchandani,en,en,1,9 months ago,"What a disappointment this restaurant turned out to be. Located amongst a couple of my favourite places to eat in Lodz, I thought I'd give Asiart a try on a Saturday evening. The place was not very full on a weekend day, which should have been my first warning, but I put that down to the rainy weather. The decor was drab and more suited to a fast food joint than a dine-in restaurant. Nevertheless, me and my family settled in and placed a very minimal order, just to get a gist of the flavours - two sushi dishes and one noodle main course. To our shock and dismay, the sushi took a whopping 45 minutes to arrive. The kids, who weren't that hungry in the beginning, got super hungry and started to kick up a fuss. To make matters worse, the noodle main took another whole 45 minutes still! As mentioned, it wasn't like the place was full or anything - there were 4 or 5 tables other than us, barely a third the capacity of the restaurant. I dread to think what would have happened if the place was actually at capacity. To top off the nightmare experience, our server looked stressed, overworked, and seemed to have forgotten about our side of the restaurant for most of the evening. Af over an hour of waiting for the single main course we ordered, we chased up about it and we're told ""a few minutes"" which, if you have irritated children sitting with you for an hour, doesn't provide any consolation. Another 10-12 minutes passed and we had to follow up another time, only to be told another 5 minutes. Another 10-12 minutes later, the food did arrive, and it was the most disappointed I have ever been with a noodle dish. The taste was very average and not at all something I would wait an hour and a half for (or even 45 minutes for). The sushi itself was also extremely disappointing, as the rice had been overcooked, as had the grilled salmon in one of the sushi dishes. What's more, after such a delay we would have expected at least an apology from the chef or waitress, but none was forthcoming.  The waitress could also have followed up with the timing herself when she saw two kids getting more and more irritated as the food took disproportionately long to arrive, but I said before, she seemed too stressed out and too busy with the other side of the restaurant to really care about our table that much. Overall, a super disappointing outcome to our evening and to our taste buds and I would not recommend this place over the other, much better restaurants in the same area (try ukryte rzeki or tutti santi rather than Asiart) and if you feel like sushi, it'll be quicker for you to go home, order a takeaway, have it delivered, and even finish eating than to be waiting at this restaurant for service.",1706460778,False
ChIJ02Pz0Wc1GkcR-uJvZQmLKuc,Mac Banas,en,en,5,2 years ago,"Nice place. Lovely sushi, great soups. Kids loved the dessert. Worth the money. 5 stars",1664629515,False
ChIJ02Pz0Wc1GkcR-uJvZQmLKuc,Tarasas Sereda,en,en,5,a year ago,"Very delicious food, nice service, fast delivery. Surely will come back.",1691057558,False
ChIJJX0i7dnKG0cR3k_c_1C6yGc,Parshan Moini,en,en,4,4 weeks ago,"Very delicious food and great environment. I definitely recommend going to this restaurant. The employees are sometimes inattentive to the surroundings, even after ordering, they asked me again which food I chose.
The prices are reasonable and not high at all.",1727774091,False
ChIJJX0i7dnKG0cR3k_c_1C6yGc,Joanna Aleksandra,en,en,5,3 months ago,Excellent food and service. We highly recommend. We had beef ramen and beef udon noodles. We tried semi dry red wine as per recommendation of amazing server Kuba.,1721830800,False
ChIJJX0i7dnKG0cR3k_c_1C6yGc,Denis Poisson,en,en,5,a month ago,"I've got to say, I've lived in Łódź for 15 years (45 years-old at the time of writing), and I can't think of a restaurant I would recommend more wholeheartedly for a special occasion. It's on the expensive side, but you get what you pay for. The chef(s?) clearly love taste, and aren't afraid of making exciting choices for our surprise and enjoyment. Lovely interior too, really, the attention to detail is worth the extra few zlotych! 👏👏👏",1726485807,False
ChIJJX0i7dnKG0cR3k_c_1C6yGc,wook kim,en,en,4,a year ago,"Living in US and having also lived in Asia, didn’t think that my first meal in Poland would be sushi! But wanted something light and given the reviews and pictures I figured why not. Overall a nice restaurant with friendly and fast service. The food was a bit different than US and definitely different than Japan but still enjoyable. They have a variety of rolls and prices are very reasonable.",1681326672,False
ChIJJX0i7dnKG0cR3k_c_1C6yGc,Nikita Anders,en,en,5,2 months ago,"We were in the area spontaneously and found it fantastic. Wonderful, attentive service, beautiful ambiance, and above all, amazing food. The Chimci dish is a poem, the miso soup was wonderfully seasoned, and the sushi platter with fusion rolls was delicious. All in all, a great place for a wonderful experience. Thank you!",1722934332,False
ChIJ1WRMotXKG0cRDSIM0Wj-lgk,Jack Silber,en,en,3,3 months ago,"My duck was overcooked and dry, A little tough too. The potatoes and salad that came with it were nothing to write home about either.

My partner was a bit more impressed by her shashlik. And she was right. Her meat wasn't as tough, and mine dns her potatoes were considerably better.

Even so, I think there are many restaurants that offer a better meal for a similar price.",1720433835,False
ChIJ1WRMotXKG0cRDSIM0Wj-lgk,Maria Gajewska,en,en,5,8 months ago,"Best Balkan restaurant I have visited outside of the Balkans! Authentic cheese, amazing quality of all of the ingredients. With that you can also enjoy Balkan music and interior. Waiters are also very nice and are helpful with your every need. Prices are very fair for the food you are getting. For sure I'll be coming back here.",1708789409,False
ChIJ1WRMotXKG0cRDSIM0Wj-lgk,István Szekeres,en,en,3,a week ago,"The food is supposed to be Bulgarian, but it must be a local chef following some recipe book of Bulgarian cuisine. They have never actually been to Bulgaria, for sure. It's almost like real Bulgarian food, but actually it isn't. Prices are pretty high. The design is fusion Bulgarian, some details are authentic, others are modern urban style. They play a modern Bulgarian net radio, so the music is Bulgarian after all, but not very stylish. The rakija they offer is pretty good, though.",1729366337,False
ChIJ1WRMotXKG0cRDSIM0Wj-lgk,Damian Rybiński,en,en,5,a year ago,"We were hesitating whether to go to a Turkish restaurant or a Bulgarian one. We choose to eat in Bulgarska 69 and we were amazed with delicious meat we got.

We ordered the mix of grilled meat and a grilled liver. The amount of food as well as the taste and quality - top notch!

You can seat inside or outside the restaurant. The service was kind and helpful.

If you’re a fan of grilled meat, you need to visit this place!",1688328629,False
ChIJ1WRMotXKG0cRDSIM0Wj-lgk,Naila Seyidova,en,en,5,5 months ago,"I enjoyed the meals and the atmosphere.
Big portions of high-quality and delicious meals.",1714801540,False
ChIJuyT-BtE0GkcRhDJXPRisbSE,zlo dem,en,en,4,7 months ago,"First time in Lodz. We were looking for a restaurant using Google maps. from the beginning there was a misunderstanding with the staff, but they corrected themselves by providing dessert as an apology ;) in the restaurant itself everything is quite simple. but we liked the cuisine. The pizza is like in Naples, the chef is great. very soft and tasty asabuco.",1711215306,False
ChIJuyT-BtE0GkcRhDJXPRisbSE,Fer Mendez,en,en,5,a month ago,"If you’re looking for an authentic Italian dining experience in Lodz, this restaurant is simply unmatched. Run by a passionate Italian chef, every dish on the menu feels like a true taste of Italy. The atmosphere is warm and welcoming, transporting you straight to a traditional italian restaurant.",1726662121,False
ChIJuyT-BtE0GkcRhDJXPRisbSE,Rajmund Kaluza (Rayu),en,en,5,a year ago,"Great Italian food from different regions of Italy.
Everyone will find something to suits their needs.
Food very tasty and serve with a bit of history of each meal, where it came from, what ingredients and how it was cooked.
Good selection of wine and beer to choose from.

We tried following:
* TARTARA DI MANZO AFFUMICATO
* VELLUTATA DI POMODORO
* SPAGHETTI WITH PRAWNS
* SCIALATIELLI / COZZE / GAMBERO /    CALAMARO / POMODORI
* OSSOBUCO / POLENTA TARAGNA

The is an option to talk to the cook to made it to your taste if you already know Italian style food.
We all enjoyed it.",1677055892,False
ChIJuyT-BtE0GkcRhDJXPRisbSE,Deepak Khanchandani,en,en,5,4 years ago,"The place is tucked away on a street not too far from Piotrkowska, and in short, it's a great find. The food is authentically Italian. The entrecote melts in your mouth and the tiramisu is like how grandma would make it. The staff made some good recommendations and provided some very sensible advise in addition to explaining the dishes in mouth watering detail. To sum up, good old traditional recipes, a mellow decor, and friendly staff made this a great dining experience. If you're in Lodz, Mare e Monti is definitely worth a visit.",1597340373,False
ChIJuyT-BtE0GkcRhDJXPRisbSE,Zumre Karakas,en,en,5,2 years ago,"We celebrated anniversary this restaurant. Meals was very tasty also the waiter was really sympathetic, they know English and they are kind.

The prices are little bit expensive than other restaurant but meals delicious. I recommend 💐👍🏼",1659991308,False
ChIJgT2O9GDLG0cRkv8PnlyOFJA,Anya Nura,en,en,5,4 months ago,"The food we tried was tasty! The service was rather fast and welcoming. The atmosphere is good, too. All in all, we enjoyed the visit! Georgian cuisine in general is quite good, but, of course, much depends on the chef of the restaurant as well. The place has a summer terrace.",1717446913,False
ChIJgT2O9GDLG0cRkv8PnlyOFJA,Marena St,en,en,5,2 months ago,"Such a cute restaurant. The food was delish except khinkali hinkali, that was dry inside and the dough was thick. Otherwise we enjoyed the food so much. The restaurant is beautifully decorated.",1723571802,False
ChIJgT2O9GDLG0cRkv8PnlyOFJA,Yuliya Kastsiuk (yul_kas),en,en,5,3 months ago,"The food is amazing, my uncle really wanted to try the kharcho soup and was very pleased! We also decided to try the khinkali. They turned out to be super hearty.
I personally really liked the service and serving. There are seats both inside and outside the place, which is also very convenient.

In general, we had a very tasty and hearty meal! I recommend it to everyone!",1722167178,False
ChIJgT2O9GDLG0cRkv8PnlyOFJA,Shamus Hill,en,en,5,a month ago,"This place was truly a gem. We stumbled upon it when walking down Piotrkowska, and were greeted with a friendly staff who welcomed us in with open arms. The food, house wine, and atmosphere made for a special evening that I won’t forget. Highly recommend!",1726749301,False
ChIJgT2O9GDLG0cRkv8PnlyOFJA,Violeta Starkova,en,en,5,a month ago,"Great service! We were there on 09/29/2024. Thank you very much to the girls, the service was wonderful. Thanks to the cook! I highly recommend visiting this establishment",1727723328,False
ChIJ-zWvmZw1GkcRFiNsc_PuGdc,Denis Poisson,en,en,5,4 months ago,"It's a lovely place, pizzas around 45-55pln at the time we visited. Lovely thin, crispy crusts on Italian style bases, the flavours were phenomenal with high quality produce. Also really appreciated the ""all saints"" themed decor, felt like some real effort had been put into the food, the restaurants design, and excellent service.",1719392754,False
ChIJ-zWvmZw1GkcRFiNsc_PuGdc,Greg Mencel,en,en,4,5 months ago,"Very tasty pizza - more on the NY crispy style rather than Neapolitan. Ginger lemonade was decent too, albeit a little too sweet. We were promptly sat down, given menus, and our order came in a good time. Definitely recommend",1717248887,False
ChIJ-zWvmZw1GkcRFiNsc_PuGdc,Filip Soszyński,en,en,5,a year ago,Beautifully designed modern pizzeria in Lodz. Great interior with raw brick and open kitchen. Plenty of seating space yet not cramped. Outdoor seating available. I especially recommend the gourmet pizza - truely delicious!! Regular pizzas tasty as well. Definitely worth the visit. Also good selection of fresh squeezed juices and lemonades.,1693079168,False
ChIJ-zWvmZw1GkcRFiNsc_PuGdc,Sandra Ohlsson,en,en,2,3 months ago,Unfortunately not very tasty. The tomato sauce had 0 flavours. The pasta permesan was very heavy and not a lot of flavour other then butter. Also it took over 30 min for 2 pastas in an empty restaurant,1721579178,False
ChIJ-zWvmZw1GkcRFiNsc_PuGdc,Dávid Ferge,en,en,5,2 months ago,"We enjoyed one of the best pizzas in a long time here, in Tutti Santi. But the excellent food was not the only advantage, the atmosphere, and the kindness of staff also made our lunch a long lasting experience.",1723896259,False
ChIJ07aRGdU0GkcRRD0f6Uq1reY,Kasia Stelea,en,en,5,3 months ago,"Amazing food with a great presentation. Very fresh and tasty.
We had to wait a few minutes for the table, but it was worth it.",1720896420,False
ChIJ07aRGdU0GkcRRD0f6Uq1reY,Nikhil Goyal,en,en,5,3 weeks ago,"Making reservations (already 2 weeks in advance, because this is a great place) was a breeze… the atmosphere and service is very nice and the food wonderful. They have a great collection of wine too! Of course, a couple of my friends didn’t praise their own food as much as I did mine but everyone left the place happy! I recommend the ribs (very well composed with the sides of potatoes and salad, the cook knows what he/she is doing, and it’s a filling portion)!",1728164571,False
ChIJ07aRGdU0GkcRRD0f6Uq1reY,Steve,en,en,5,a year ago,"Quirky restaurant set back off the main thoroughfare of the city. The decor is beautiful, the food is amazing and the service is uber friendly. We had the 2 course set menu which comprised of Onion soup, followed by Gnocchi with chicken and garlic and it was a perfect lunchtime treat. Not only was the ambiance lovely, but the servers were polite, caring and very friendly!",1691622115,False
ChIJ07aRGdU0GkcRRD0f6Uq1reY,Kateryna Lukiantseva,en,en,4,2 months ago,"The place is nice, the food is absolutely delicious. I had pasta with truffles and it's the best one in my life, not too oily, perfectly spicy. Same pizza, which is very delicious. The service is not the best, waiters can make an assumption in which order you prefer dishes to be served. It's difficult to catch waiters.
They also have coloring papers and pencils for kids.
Probably, it's caused by a big number of clients.
In general you'll love the food.",1723383691,False
ChIJ07aRGdU0GkcRRD0f6Uq1reY,Justyna Stypaniak,en,en,5,a month ago,"Lovely food, great staff, good drink selection of  both alcoholic and alcohol-free drinks.",1726074048,False
ChIJ23VG2hDLG0cRFK9YdEYoBGA,Gergana Plamenova,en,en,5,2 months ago,"Rolls are as long as my forearm and mindblowingly delicious. There are plenty of options for the veggies, not just the falafel you get at kebab places but other rolls with amazing seasoning and flavour.
The staff are kind and friendly, and happy to tell you about the ingredients.",1724068005,False
ChIJ23VG2hDLG0cRFK9YdEYoBGA,Joseph Alamod,en,en,5,2 months ago,"Very delicious food with the original test! The team are super friendly and professional, highly recommend",1722782424,False
ChIJ23VG2hDLG0cRFK9YdEYoBGA,Peyo Karpuzov,en,en,5,2 months ago,"Excellent food! I tried something new for me which was exceptional! Minced beef with pickled vegetables and cucumbers on a Lebanese bread, grilled and rolled - it is one of a kind! I wish I could go back there soon :)",1724067908,False
ChIJ23VG2hDLG0cRFK9YdEYoBGA,Ayman Qadri,en,en,5,a month ago,"Once you step in this little place, you leave to another place! You suddenly find your self in the middle east with amazing service, taste and atmosphere of the place! Fair prices, good ingredients and good people! Recommended",1727547908,False
ChIJ23VG2hDLG0cRFK9YdEYoBGA,Ida Ka,en,en,5,3 months ago,High quality food with touches of new flavors unknown to my tastebuds. Fair portion for the price. Men that work there are very polite and speak perfect polish even though it is not their first language.,1720513098,False
ChIJaw_HBwDNG0cR7y2vPLwhJ34,CzarnyKuro,en-US,pl,5,2 weeks ago,"A modest place with Asian cuisine that, compared to the competition in the area, subjectively serves the most delicious food.
Personally, I recommend spring rolls with fried rice, it is an inexpensive item and the portion is large.
The service is always smiling and the place is worth visiting.",1728738929,True
ChIJaw_HBwDNG0cR7y2vPLwhJ34,Anna Gajda,en-US,pl,5,4 months ago,"Very tasty food. The chicken on a hot platter is finger-licking good, perfectly seasoned, and the soy noodles as an addition are also great. Chicken in dough in a nice breading, the best my daughter has ever eaten, with a unique lemon flavor. Price very appropriate. Large portions. Very nice decor, cleanly. The gentlemen were smiling and very nice. Quickly and nicely served. I recommend it 100%!",1719933090,True
ChIJaw_HBwDNG0cR7y2vPLwhJ34,Julia Yukwon,en-US,pl,5,6 months ago,"Very good Pad Thai with beef, breaded chicken is actually a piece of chicken, not just breading. Large portions, you can eat enough. The place is clean, the service is nice. The prices are very good for such portions.",1714497217,True
ChIJaw_HBwDNG0cR7y2vPLwhJ34,Bartłomiej Warczyński,en-US,pl,5,a week ago,"Tasty and large portions, you can feel the true taste of the East",1729341309,True
ChIJaw_HBwDNG0cR7y2vPLwhJ34,kashia911,en-US,pl,5,5 months ago,"Very good beef on a hot platter, great Luc Lac beef. The place may not be crazy inside, but the dishes are served quite nicely. Prices ok. You can eat enough and it's tasty.",1715588129,True
ChIJRb7cxHe1G0cRwjL2jLOQSkw,Anna P.,en,en,4,2 years ago,"Visited during Restaurant Week in spring 2022. Festival dishes were good, but missing thr sophistication of some of other restaurants I visited during this event hence 4 stars. The staff was friendly. The presentation of the dessert was outstanding. I would probably give 4.5 stars, but u fortunately google maps don't allow that :)",1650104285,False
ChIJRb7cxHe1G0cRwjL2jLOQSkw,Andrzej Jed,en,en,5,5 months ago,Hotel have excellent staff.  The experience in the hotel restaurant is worth the visit.  The chef is a food magician  ( presentation and taste are exceptional)  We stay at Nobo whenever we start our European vacation. This time we started here and 3 weeks later  finished here. Thanks for always making our stay exceptional,1716440570,False
ChIJRb7cxHe1G0cRwjL2jLOQSkw,jarek matuszewski,en,en,3,2 years ago,"Visited during the 2022 Restaurant Week.
Food we as good. 'Fusion' kitchen, creative, interesting ingredients and taste connections. Disappointing was the fact that the main dish came half-cold already, even though there were ppl at two tables in the whole restaurant.
Service is a separate topic. We were blatantly lied about the price of things we ordered after we already gave the menu back and charged 50% more. That was not so nice.",1667223012,False
ChIJRb7cxHe1G0cRwjL2jLOQSkw,Massimo Patella,en,en,5,3 years ago,Beautiful restaurant,1606164307,False
ChIJRb7cxHe1G0cRwjL2jLOQSkw,Marek Gąsiorowski,en-US,pl,5,a month ago,The Sote restaurant consistently presents a very high standard. How tall? try it and you won't be disappointed. The food is delicious. 10 people will eat it without having to wait long for the dish. Nice service. I recommend,1726418932,True
ChIJe_oKWIfLG0cRAXH7POQfKYM,B S,en,en,5,3 months ago,"Prices not so high
Burger Alabama was wonderful - BBQ pickles and red onion composed really well with a beef burger which was prepared really well.
I can recommend it to everyone who wants to eat a great burger and not overprice somewhere else.",1720380602,False
ChIJe_oKWIfLG0cRAXH7POQfKYM,hito1211,en,en,4,8 months ago,"The burger i ordered was okay, not bad, not great, and served medium rare. Portion of fries was tiny. Prices are resonable so if you are looking for quick bite it's perfect, but I would travel far to eat here.",1709569372,False
ChIJe_oKWIfLG0cRAXH7POQfKYM,Travel Addict Guy TAG YouTube,en,en,5,a year ago,I am from the United States and found this place on a trip to Lodz. Delicous food and friendly staff. As food or better than back home. Dzienkuje.,1682796288,False
ChIJe_oKWIfLG0cRAXH7POQfKYM,Alissa Kivan,en,en,2,2 years ago,"Well it’s unfortunate. Portions of fries and salad were laughably small. Burger was so basic, dry, no spice…. Hmmmm it wasn’t worth the price :/",1655493987,False
ChIJe_oKWIfLG0cRAXH7POQfKYM,Maciej Polakowski,en,en,3,2 years ago,Looks better than it tastes that's how I would sum it up. Unfortunately due to shortages in their stockpile we weren't able to order pizza or soups so we went with burgers and quesadillas. They weren't anything extra plain and ok. Prices aren't too high so you can enjoy. Lady that was servicing us was really nice so it's a shame i can't give this place a better score.,1665161744,False
ChIJ858ZBePPFkcRp_aRLgpOpQ4,Fabrizio Di Bugno,en,en,5,2 weeks ago,"By far the best Italian cuisine in Poland. Chef Michał is able to surprise even most demanding palates, Quality of food, aesthetic of the dishes variety in the choice you could have is simply amazing. Difficult describing by  words,  the emotions, such a food can give you. You can feel the passion of the chef in any dish you will taste",1729105754,False
ChIJ858ZBePPFkcRp_aRLgpOpQ4,Yaza Dolan,en,en,5,3 months ago,The ravioli with mushrooms is fantastic! The calzone doesn't disappoint either. Our go to Italian restaurant & always had awesome food and experience. One of the best in Katowice!,1722170566,False
ChIJ858ZBePPFkcRp_aRLgpOpQ4,hamad alshamisi,en,en,5,3 months ago,Alessandro he is wonderful guy and he looking for make us happy the food is delicious and amazing 🤩 try it and the views is in the lake,1720095724,False
ChIJ858ZBePPFkcRp_aRLgpOpQ4,Mohammed Alrabia,en,en,5,4 months ago,"This is my second time here, I really love the atmosphere and the waitress was super helpful helping us choosing according to our preferences. I’d definitely recommend La Cucina to anyone who likes Italian cuisine.",1718696006,False
ChIJ858ZBePPFkcRp_aRLgpOpQ4,Ani Syed,en,en,5,7 months ago,Authentic Italian taste in 🇵🇱 the food was fresh tasted amazing presentation on point too. We went with a group of 15 and the staff their service was outstanding.,1711108576,False
ChIJrfpT2TfOFkcRG16jeEZ2clE,Kate Australia,en,en,5,4 months ago,"Had a wonderful Saturday lunch in Katowice. This is a classy restaurant in the city centre, set up by people who know good food and have plenty of style.

This is Vietnamese haute cuisine by a beautiful Vietnamese chef and owner who kept us going with great food and drinks throughout lockdown.

We are happy to be able to dine at the restaurant again today, with the same warm welcome, good service, truly delicious food, plus very tasteful, soft, soothing jazz background music and stylishly-decorated interiors.",1717399279,False
ChIJrfpT2TfOFkcRG16jeEZ2clE,Catherine Burke,en,en,4,5 months ago,The food is delicious and fresh but the serving sizes are a little too small for the price. That's the only criticism and it may not be applicable to everyone. The service is nice and the atmosphere is very good. Would recommend.,1715271095,False
ChIJrfpT2TfOFkcRG16jeEZ2clE,Kasia C,en,en,4,3 months ago,"A lovely looking place, both clean and unique. For food, we ordered beef with rice and, craving something special, the ""vegetarian chef's surprise."" The beef was delicious—soft and fragrant. The portions were generous enough to take some home. The chef's surprise, however, was indeed surprising: a ball of rice covered in an omelet (albeit delicious) but surrounded by sad vegetables in a tasteless sauce. It lacked imagination and flavor. The service was good, though a bit too quick in clearing the plates of those who finished before everyone else. Very expensive thoug -  3 people without wine or dessert - over 400PLN.",1720607035,False
ChIJrfpT2TfOFkcRG16jeEZ2clE,Amit Ben-Sheffer,en,en,5,8 months ago,Food is tasty and beautifully served. Tastes are pronounced yet nuanced. Service is welcoming and efficient.,1708176854,False
ChIJrfpT2TfOFkcRG16jeEZ2clE,arnostu,en,en,5,2 years ago,"A great restaurant close to the main square and the station. The food is really tasty I went for a vegetarian surprise (chefs choice) and it was good. I would try vegan next time. You can choose soup or dry, and spicy or not too. Staff were very efficient and friendly, and the menu was also in English. Beer was ok, I had Tiger but there were others. Nice atmosphere inside too and pretty busy for a Tuesday evening.",1666113882,False
ChIJyTOjUk_OFkcRopPruJJWTOs,Kamil Grucza,en,en,5,6 months ago,"About 10 minute walk from the Central Station is this beautiful place to be found. The interior and atmosphere are nice and calming. I had Foie Gras, Frog Legs, Snails and Mussels, sorted from the tastiest. I was amazed by the first one, but all was tasty and good flavoured. The portions were quite big and the service was fast, helpful and non invasive. The prices are easily visible and there are no hidden fees.",1713258578,False
ChIJyTOjUk_OFkcRopPruJJWTOs,Thomas Tabaka,en,en,5,a year ago,"A true hidden gem in the town of Katowice. The atmosphere was phenomenal. My waiter was an older gentleman with great manners and great recommendations. The food was spectacular, the duck was soft and fell apart in my mouth, and was full of flavour. I wish the main dish was larger, only because it was so delicious. Lastly, it is good value for money. Great place to visit, and try something different.",1674575346,False
ChIJyTOjUk_OFkcRopPruJJWTOs,Roberto Di Filippo,en,en,5,a year ago,"Excellent restaurant in french style, il go there again",1682338300,False
ChIJyTOjUk_OFkcRopPruJJWTOs,Simon Milbauer,en,en,5,5 years ago,"Very good place, excellent food and very nice customer service",1569933959,False
ChIJyTOjUk_OFkcRopPruJJWTOs,Ro Kas,en,en,5,6 months ago,Yummie,1713970743,False
ChIJpwGllXHTFkcRHyR_beKVYog,Gosia Niedźwiedź,en,en,1,a year ago,"Food was terrible, for this price you can eat twice as much in any other cheap asian restaurant. And the the food will be better. Pad Thai was nothing like it should be. Chicken was cold, probably preheated. Noodles tasted like done on reused oil. No peanuts only weird hot dog like onion pieces.
service and local was okay. you can only pay in cash.
Do not recommend",1685978000,False
ChIJpwGllXHTFkcRHyR_beKVYog,Jozef Sýkora,en,en,5,10 months ago,Excellent food in clean and beautiful restaurant.,1704277265,False
ChIJpwGllXHTFkcRHyR_beKVYog,Weronika Angelika,en,en,5,a year ago,😻😻😻 Very nice restaurant.,1683134876,False
ChIJpwGllXHTFkcRHyR_beKVYog,Kamil Grzywna,en-US,pl,5,a year ago,"A varied menu containing items from various Asian cuisines. We tried the set for four people and each of the set dishes was delicious. The premises are air-conditioned, which is undoubtedly an advantage. The decor is also a plus. The service could be improved, the plates could have been served before the dish. The plates themselves could also be a bit bigger. Drinks are not from the fridge - which may be a disadvantage for some. Overall, it's good for a start. A few improvements and it will be very good!",1692517581,True
ChIJpwGllXHTFkcRHyR_beKVYog,Grzegorz Lemantowicz,en-US,pl,5,a year ago,"It deserves a 5 as encouragement and a start. Realistically, however, I would give it 4 compared to others due to the prices. On the other hand, it is a restaurant, not a bar, and in the very center.
There is no parking because it is in the center, but city parking lots are available.
There's a lot of space inside and it's quite nice.
The reserved table for 3 people was waiting and the chosen one was a nice round one, but looking at the turnout, the reservation was exaggerated (let's hope this will change and another restaurant won't close).
The ordered drinks were served efficiently and quickly. Large selection.

Tom kha soup with shrimps arrived quite quickly and in advance before the main courses. The shrimp were large and perfectly on point, they didn't smell like they were frozen.

Unfortunately, the pork loin on a hot platter was quite fatty.
The dishes were well seasoned, but unfortunately, despite ordering a spicy dish, it was not spicy - they are obviously afraid of spicy - they need to work on it and put appropriate markings on the menu.

Udon Ramen with Duck was perfect. You could say it's perfect because it's well melted and not dry at the same time. Way to go.
Udon Ramen with crispy chicken was decent, but it lacked some flavor. The crunchiness is amazing.
I recommend keeping them entertained.",1689787292,True
ChIJrQoES2bTFkcRJ0F_3ZRuyi0,Dominik Piotrowski,en,en,5,5 months ago,"Every time we dine here (we happily come back every week or two) the waitress is happy to see us and generally is super nice, the food is delicious with great prices. Wait is usually not very long. You will see some traditional paintings on the walls also done by the waitress!",1717255294,False
ChIJrQoES2bTFkcRJ0F_3ZRuyi0,Gosia Niedźwiedź,en,en,5,a year ago,"The food was really good. We tried the most popular dishes as butter chicken, korma and tikka masala. As well as lentil chips and pakora! Big portions and you can adjust spiciness level. Owner is really nice. Higly recommend! We also tried ones delivery and was as good as dine in!",1685978498,False
ChIJrQoES2bTFkcRJ0F_3ZRuyi0,Rahul,en,en,4,2 years ago,Butter chicken is must try item here along with butter naan. And the amazing thing is you will get a free rice along with any chicken dish. The owner of the shop is really humble and hard working. The prices are seriously low make it a perfect eating joint. Would love to come here again to try other dishes also.,1665385935,False
ChIJrQoES2bTFkcRJ0F_3ZRuyi0,Kaushik G,en,en,5,3 weeks ago,Visited Poland on Business Trip this week & since am vegetarian I was searching for some Indian restaurant & finally went this place.. omg I really enjoyed the Indian food with true flavours in the icy temparature... Great taste & atmosphere,1728227317,False
ChIJrQoES2bTFkcRJ0F_3ZRuyi0,Lukasz G,en,en,5,a year ago,"Im so happy thats finally We can have tasty, Indian food in Chorzów.
I've never been in India, only seen a lot docs about Yours Country, but...what a taste, what a smell! Thank You very much, wish You luck because Yours food is so delicious, awesome!
The Crew is so nice too. Love You",1686513100,False
ChIJVVVlTUjOFkcR14a0SXaiM5g,Michael,en,en,5,5 years ago,"Wow! 5 Stars for a 4 Star restaurant from me. Perfectly cooked meals. Tasty, fresh and simply the best. Breakfasts are the same so if you thinking of adding breakfast to your stay just do it! There's so much to choose from. Everyone will find something for themselves. Enjoy!",1558643692,False
ChIJVVVlTUjOFkcR14a0SXaiM5g,Fedor Ilyasov,en,en,1,3 years ago,"That is not 4,9 place. Waitress was serving from the right side and giving the menu cross people. Food is quite ordinary, even though some of guest were not able to finish. Pork was strangely rose, salmon served with vegetable from the fridge, pasta didn’t like anyone. Kitchen was even not able to serve 10 dishes at once. No craft beer, just bottled. The place is empty, only hotel guests. The interior is gorgeous, the place is very clean, I believe that the hotel is good. Not the restaurant.",1629150391,False
ChIJVVVlTUjOFkcR14a0SXaiM5g,Sebastian Juuri,en,en,5,5 years ago,"Great relaxed atmosphere and a friendly and funny waiter. We were traveling abroad with friends and decided to stop by here, and were not disappointed. The food was great!",1555774901,False
ChIJVVVlTUjOFkcR14a0SXaiM5g,Tomasz W,en,en,5,4 years ago,There's a real goooood reason why this place has an average of 4.9! Pork w/ mushroom sauce and gnocchi was absolutely mind-blowing!,1576505390,False
ChIJVVVlTUjOFkcR14a0SXaiM5g,Aleksander Rębisz,en,en,4,a year ago,"safe place, cool ideas",1682622443,False
ChIJ7R3YNUrOFkcRP1uGyWcR6Bo,Dania Roatis,en,en,5,3 months ago,"excellent local food, friendly English speaking staff",1720442423,False
ChIJ7R3YNUrOFkcRP1uGyWcR6Bo,Pawel 200020,en,en,5,5 months ago,"Exellent food, student discount, large portion",1717163436,False
ChIJ7R3YNUrOFkcRP1uGyWcR6Bo,Gaulthier Rydzek,en,en,5,2 years ago,Excellent address for discovering traditional polish food,1659436812,False
