place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated
ChIJv0QRf_HMHkcRv7d7R28ht3Q,Ewa Gooral,en,en,5,6 months ago,"Great steak restaurant with excellent appetizers. The variety of starters perfectly complements the main dishes. We loved veal sweetbreads (so soft) and roasted bone marrow - both on the pictures. Wine selection is very good, so you will be only dissappointed with prices. Otherwise, I recommend this place.",1713251045,False
ChIJv0QRf_HMHkcRv7d7R28ht3Q,Thomas Herm,en,en,5,4 months ago,"Had a fantastic steak this evening! Service is comfortable but not annoying. Couldn't decide between two wines (really nice: lots of varieties, even by single glass, the name of the restaurant is for real), so the waiter just gave me two little portions for tasting to ease up my decision. Music is a bit loud for my taste, all in all ambience is kind of urban style. Prices maybe a bit higher but worth it.",1719428689,False
ChIJv0QRf_HMHkcRv7d7R28ht3Q,Marie Dubská (Marianna75),en,en,5,3 months ago,"Great experience, was able to get a table as a tourist for next day, food and service was excellent including coffee - which has a  taste as if you are in Italy or Portugal - great holiday feeling.",1720115306,False
ChIJ9Q2DSN_MHkcRkRnRomYN62A,Vito Sardone,en,en,5,3 months ago,"Great food and amazing location.
Service could be a bit refined (wrong coffee received, forgot to print a copy of the bill) but in the end the overall experience was great.
Super recommended are appetizers and desserts both, but main dishes were also very well cooked and ingredients super fresh.",1721769115,False
ChIJ9Q2DSN_MHkcRkRnRomYN62A,Vytautas Samalavičius,en,en,5,in the last week,"It is a lovely, nice restaurant, with ridiculously low prices (63 euros for a three people's dinner + tips). They even have photos of various famous people visiting the place. You'll have to look for it and go a bit further from the city centre, but it is definitely worth it. Making a reservation here is likely a good idea.",1729774856,False
ChIJ9Q2DSN_MHkcRkRnRomYN62A,Billy Xia,en,en,5,4 months ago,"Amazing Polish food in a lovely garden. Good but very slow service. We ordered a few dishes to share and they split our dishes when served - very thoughtful.

Highly recommend the roasted duck and the pierogis.",1719840332,False
ChIJ9Q2DSN_MHkcRkRnRomYN62A,Samuel Altschul,en,en,5,5 months ago,The right place to enjoy the wonderful atmosphere of classic Poland. The food was well prepared and very tasty. The staff was courteous and professional to the point. We would come back any day.,1715369909,False
ChIJ9Q2DSN_MHkcRkRnRomYN62A,Win G.,en,en,5,5 months ago,Lovely ambiance. I dined at the garden on a spring day and it was amazing. The clear chicken soup with dumplings was balanced and not salty so I enjoyed it. The meringue cake is a must too!,1715542770,False
ChIJFf0OnvTMHkcRS0np7zltxVc,Вікторія Макарова,en,en,5,6 months ago,"Great location and even better food! I think this is the perfect spot if you come to Warsaw for a first time, live in the center and have to spend some time before check-in😅
The food is tasty, seasonal menu is always interesting and full of dishes that you will definitely want to try.
This time we had ravioli with shrimps (they're just🤌chef's kiss), salad with grilled halloumi and pork in honey and soy sauce. Everything was great.
I also recommend to try their salad with salmon and sweet potato fries.
Nice service, the staff speaks English. Atmosphere is nice and chill, also the decor is fun.

P.S. Their cocktails are top-tier as well.",1714325841,False
ChIJFf0OnvTMHkcRS0np7zltxVc,Ivan,en,en,5,9 months ago,"We keep coming to this restaurant and the food seems to be always top-notch. Breakfast or lunch, you won't be disappointed. Great lunch specials as well",1705318226,False
ChIJFf0OnvTMHkcRS0np7zltxVc,bonnie kelly,en,en,5,a year ago,"What an incredible dining experience!!

While visiting my nephew and his family in Poland, we stopped at their favorite bistro - Bordo for lunch.

We selected from the seasonal menu where we enjoyed sipping on delicious watermelon lemonade so refreshing. My niece and I ate a fantastic asparagus and halloumi cheese salad.  My nephew enjoy the focaccia club sandwich and side order fries and my great niece loved her Alfredo fettuccine. The portion are plentiful so come with an appetite or be prepared to bring some food home.

We enjoyed the patio because it was a perfect day to sit and relax outside.  However, there is plenty of sitting inside dining with charming decor.

Our server - Karolina did an amazing job. Her food and drink recommendations were spot on. Her service was prompt and attentive.

Also note the breakfast deal here. My family highly recommends it!

If in Warsaw, this bistro is a must do.",1686135753,False
ChIJFf0OnvTMHkcRS0np7zltxVc,Daniel Hendo,en,en,5,2 months ago,"Absolutely wonderful establishment and very kind staff. Cheap drinks and eats, especially for such a central location, with plenty of foot traffic for people watching. Pavel is a particularly excellent human and catered to my every need. Will be back again, even if it is only for the kindliness and hospitable manner of the staff.",1725023300,False
ChIJFf0OnvTMHkcRS0np7zltxVc,Olesia Polishchuk,en,en,5,2 weeks ago,"Great restaurant! The food was delicious, and the service was friendly. Cozy atmosphere, and everything we tried was tasty. Highly recommend for a nice meal!",1728675866,False
ChIJcZnfau_MHkcRXYlfX6-PRTU,Lupinixio,en,en,4,5 months ago,"This is a really nice German-style restaurant with some dishes from Polish cuisine.
The schnitzel was very crunchy and not oily, while the soup was good but had a bit too much oil for my taste.
The service was impressively fast, almost like a fast food place.
All the waitresses were nice and smiling!",1716446192,False
ChIJcZnfau_MHkcRXYlfX6-PRTU,justagirl,en,en,4,2 months ago,"The snitzel and the little pockets with cheese were really good, they also gave us some cream cheese and mashed sausage as an appetizer. The brie was fine, the oil was probably a little old or something and the fries were frozen bought, not an amazing choice. the waiter was very nice tho and he made our time there enjoyable. there were some guys playing live music which was also a nice touch.",1722809505,False
ChIJcZnfau_MHkcRXYlfX6-PRTU,Feliz Pete,en,en,5,4 months ago,"I went for a lunch deal and I was not disappointed, all was tasty and portions were  very good. We also had chicken soup and pork schnitzel. All very tasty and serves was excellent, all very well priced.",1718809875,False
ChIJcZnfau_MHkcRXYlfX6-PRTU,Stephen McCann,en,en,5,5 months ago,"U Szwejka is the first Czech restaurant I've visited in Poland and I was impressed by the establishment.

The site is just south of the busy city centre and less than a five minute walk from the Politecknika subway station. The outdoor section overlooks a pleasant thoroughfare and the interior is cosy.

The menu is large and varied and we received our food within ten minutes of ordering, despite the place being very busy at the time. The food was very high quality and I enjoyed the fairly unique combinations. We ordered the ribs with peanut and honey sauce, which were amazing. The portions were large and we left feeling fully satisfied. We were served by Marika who was very friendly and who really looked after us.",1714913719,False
ChIJcZnfau_MHkcRXYlfX6-PRTU,JustJes10,en,en,5,in the last week,We love eating here. Luckily we live across the street. Pani Kasia was friendly and helpful. The golonka is one of the best in Warsaw.  If you are visiting Warsaw this location in Plac Konstitucji is worth your time to eat delicious food and see the history that surrounds it.,1729793377,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Andreja Stojkovski,en,en,5,a month ago,"Very interesting atmosphere and setting of the restaurant. The food comes in portions of large and extra large. However, everything is so delicious that you would not stop eating until you finish the dish.",1727109251,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Ofir Haba,en,en,5,6 months ago,"Great local food! We had the steak, schnitzel and duck and all where perfect with great side dishes we didn't even order",1714052567,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Sebastian Vietzke,en,en,5,5 years ago,Awesome food with traditional and authentic polnish kitchen. Very nice staff and reasonable prices regarding the quality of the food. very good home made pierogi and extraordinary meat. make sure to check out the homemade vodka too!,1570295179,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Lilena Talpa,en,en,5,12 months ago,Nice warm atmosphere. Food is good. Little English spoken but personnel very welcoming.,1699048010,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Thomas Hollweg,en,en,5,a year ago,"It's a really nice restaurant in a basement. Very beautiful and authentic look. The service was great and kind. They had old-school live music.
We had potato sausage as a starter. Interesting and tasty.
The duck came without any sauce. It was new to me but still a good dish.
The zander war a very good choice.
In the restaurant you will see all kinds of locals. Students in groups and also older couples as well as families.
Highly recommended.",1667427265,False
ChIJY7mwE-bMHkcRRAuxPGRukEQ,Moritz Grimm,en,en,5,9 months ago,"It's a really nice restaurant with amazing food. I can really recommend to go there. I had the Pad Thai. It was amazing. But the Thai Chicken my friend had was even better.  A lovely couple is preparing is the food and the prices are the best.
From now on I will go way more often to this amazing place.",1705865973,False
ChIJY7mwE-bMHkcRRAuxPGRukEQ,Ivan Davydov,en,en,5,8 months ago,"Basically an essential cultural experience: authentic atmosphere, cash only, family owned, staff speaks only Polish and their own language. Food was horrid imo but it's not always about that.",1709201456,False
ChIJY7mwE-bMHkcRRAuxPGRukEQ,Grzegorz Baranski,en,en,5,10 months ago,"The best and cheapest food in Warsaw.
Full plate of delicious Thai chicken for only 17 zloty.
Perfect place for a date with a woman.",1702379450,False
ChIJY7mwE-bMHkcRRAuxPGRukEQ,Kacper Kinastowski,en,en,5,2 years ago,"The best budget food I have eaten in a long time. Very good traditional vietnamese and chinese street food meals for extremely low prices.

The place is hidden and it may look inconspicuous, but it's really worth to try.",1651076762,False
ChIJY7mwE-bMHkcRRAuxPGRukEQ,İpek Barçin,en,en,4,2 years ago,"It’s the cheapest place to eat in warsaw. Especially in the center. It’s only cash. The portions and the taste is good for the price. Soup was 8 pln, thai chicken was 16 pln.",1665490945,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Adriana Vega,en,en,5,4 weeks ago,"That’s THE BEST Indian food I found in Poland! Absolutely delicious, this place brings me back to India! Always super fresh & tasty! Service here is always 100% & I love them guys! Butter chicken is my fav (Creamy, on a sweet side)! Overall totally recommend! ☺️",1727778073,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Pramod Srikanth,en,en,4,a week ago,We had vegetarian Indian food at Namaste India. The food was ok. The mango lassi was great. However the other foods were just ok. Chapati and lacha parata were also good. The dosa was very dry and chutney served with it was made from sweetened dedicated coconut while the sambar was too spicy for children. The naan and methi roti was hard and difficult to chew once it cooled down. The paneer Madras dish was super spicy and that was to be expected as indicated on menu but still it was something extreme for a person like me who can eat four raw chillies at one go.,1729481696,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Thahsina Khatun,en,en,5,2 months ago,"This place. Ive been here quite a few times whilst living in Warsaw. It’s a sure favourite.The food is authentic the ambiance and decor is homely and the staff are personable. The prices are very favourable too especially being downtown, they could easily hike up the prices to Marc the scene and still have customers without issue. The restaurants of two floors and a patio in the summer. My last visit was on a Sunday evening for starters we got gobi 65, chili chicken and veg samosas. The chili chicken is a really big portion that was unexpected but it was good and samosas are samosas however the winner was the gobi 65. Cauliflower never tasted so good! For mains we ordered classic butter chicken with garlic naan and mutton vindaloo with poori. Absolutely out of this world, the vindaloo was amazing. We overordered but that just meant a midnight snack :)",1724673052,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Keith Dredge,en,en,5,3 months ago,"Namaste was easily the best meal we had in our stay in Warsaw.

Nice friendly welcome, great food, expertly prepared. We both had the chicken tikka starter which was very generous with beautiful soft, moist chicken. Main meals were equally delicious and service was prompt. Excellent value for money.

Great food quality and great taste. Low prices on all dishes. Great value for the money.

A very nice local Indian retaurant with great food and service. I wanted to change the pace from the European foods and did not have Indian in such a long time. I searched out this local place and found this hidden gem. Not only was the food very deleicious, it was far far far too much for us. But we enjoyed it all. If you want very good Indian at reasonable prices, run here as soon as you can while you are in Warsaw.

Would highly recommend this restaurant

5 stars 🌟🌟🌟🌟🌟",1720248476,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Saurabh Srivastava,en,en,2,a month ago,"Food was delicious and spicy but their customer management is poor. They messed up our vegetarian meal bill with a non-vegetarian one. Also, there was no follow up by the waiter whether we wanted to add something to our order or not. My wife wanted to have one more bread, but due to poor customer service, we waited for some time and then decided to leave.",1727005062,False
ChIJn_SqFfHMHkcRw0JuF051cvY,Krystyna Ztrojmiasta,en-US,pl,5,6 years ago,Great place with a musical atmosphere (perfect for me),1531381387,True
ChIJn_SqFfHMHkcRw0JuF051cvY,Jan Puchalski,en-US,pl,5,4 years ago,Can you provide the correct telephone number?,1581415793,True
ChIJn_SqFfHMHkcRw0JuF051cvY,Katarzyna Drąg,en-US,pl,5,4 years ago,Nice place! :),1573826697,True
ChIJn_SqFfHMHkcRw0JuF051cvY,Katarzyna Matulka,en-US,pl,4,7 years ago,A nice place in my musical climate,1489875416,True
ChIJn_SqFfHMHkcRw0JuF051cvY,Teresa Zarzycka,en-US,pl,4,6 years ago,Great place,1540401674,True
ChIJT6wQdO3MHkcRD3T1FPQUvEY,S B,en,en,4,5 months ago,"Quick lunch with colleagues, didn't take many pictures but the mango Lassi was so good I had to take two. Meal was just ok. More like Indian food served as usual. We sat outside on the narrow street since the weather was much better in Warsaw.",1716279170,False
ChIJT6wQdO3MHkcRD3T1FPQUvEY,Iryna Panina,en,en,5,a year ago,"One of the best Oriental Restaurant I've ever been) Amazing Nepalese cuisine and wonderful service! It's a small quiet place with a modest interior for a pretty big lunch or dinner when cafés and restaurants around are closed. Kathmandu is open until late for guests.
This lovely restaurant is located in the central part of Warsaw city, not far from Palace of Culture and Science. You can drop by walking the streets. Kathmandu will surprise you with its original menu and reasonable prices. You can choose what you want if you prefer Nepalese cuisine - main dish, soup, desserts... and a huge portion! Curry, naan, thali and fish dishes are spicy and delicious.
Thai soup tom yam is absolutely fantastic! If you aren't familiar with Nepalese cuisine, a restaurant staff will explain in detail what type of food is for you and advise dishes.
Only positive feedback from me. My recommendation!!!",1697210662,False
ChIJT6wQdO3MHkcRD3T1FPQUvEY,Lynn Michael,en,en,5,4 months ago,"We’re visiting Warsaw from Vancouver, Canada, and came across this lovely restaurant as we were walking in our neighborhood. The yummy looking food and the scent of the huge baskets of garlic naan bread enticed us in to try it.  It was so delicious that we ate there again the second night of our visit. Highly recommended!",1717616886,False
ChIJT6wQdO3MHkcRD3T1FPQUvEY,Sabur Shah,en,en,5,10 months ago,"Katmandu Restaurant has become my go-to spot with its amazing traditional Tali Buffy. I've visited 3-4 times, and each experience has been exceptional. The dish is not only delicious but also reasonably priced at just 32 PLN per Tali. The welcoming ambiance adds to the overall enjoyment. A definite five-star gem for anyone craving authentic flavors!",1702162489,False
ChIJT6wQdO3MHkcRD3T1FPQUvEY,Viktor Witkowski,en,en,5,2 years ago,"I was excited when I read reviews about this place. It reminded me of some of the “hole-in-the-wall” places in NYC or New Jersey: an unassuming, unpretentious place that has outstanding food.

I ordered the Nepali Thali meal set (chicken) which gives you several smaller plates so you get to try a range of dishes. Everything was delicious, spicy (but not super spicy), lots of flavor, a great dal, delicious bread with a nice char and one small serving of a Nepali dessert, similar to a soaked sponge cake or orange cake. What a treat!

Also the staff and owners were lovely, warm and welcoming.",1665160950,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Rafiq Ghani,en,en,2,2 weeks ago,"Food was very average. Maybe others had better experience.  Had the big T bone steak and it was fairly chewy, not terrible but not great (medium rare).  Food.also took over 20 minutes to arrive.  Service was not great,
was asking waiter for info and he said ""I do not have much time"" - why would you ever say this to a customer?? He was not rude but I think they need to treat customers better.  Other details I could mention but simply I would not recommend, which is sad as I wanted it to be good.",1728734609,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Lee,en,en,5,6 months ago,Amazing food. Amazing service. The grape leaves are good but super salty. The burgers are a must try! Quality food and service.,1713185747,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Aysha Altunaiji,en,en,5,3 months ago,"Delicious food big portions , nice atmosphere, and friendly staff",1720872970,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Dom,en,en,4,a year ago,"Great Turkish food. Perfect place to come for a mid-day snack. A little bit pricey and the staff were a little bit uninterested, but overall good Turkish cuisine in a country it's quite difficult to find. Also a dog friendly establishment. Will definitely be back.",1672497276,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Tolga,en,en,2,a year ago,"The service and ambiance are mediocre yet the tastes are atrocious, even the simplest turkish foods were not even close the street vendors on the streets of Turkey . I really cannot understand how a place set in a popular location right in the heart of the city center couldn’t even try to serve quality food.",1677886196,False
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,Ангеліна Науменко,en,en,5,a week ago,"The restaurant provides a truly delightful atmosphere that immediately sets a welcoming tone. The live music adds a vibrant and engaging element to the dining experience, creating a perfect ambiance. Additionally, the service was exceptional, with the waiter being highly attentive and courteous, ensuring that every need was met without delay. The attention to detail, from the decor to the service, made the entire experience feel personalized and enjoyable. I would highly recommend this establishment for anyone seeking both great food and a memorable, relaxed dining environment",1729514243,False
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,Matthew Santos,en,en,5,a month ago,"I've been here twice and I think it's my favourite restaurant in Warsaw. It's better than the Michelin Guide restaurants I've tried in the city. The service (friendly and witty), quality of food (the duck is a must-try) and atmosphere (live music) are excellent. Strongly recommend reserving in advance, I've tried walk-ins twice and was turned away due to the lack of available space.",1727333492,False
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,Effrosyni Mak,en,en,5,a month ago,"It's the 2nd time I visited this restaurant and every time I visit Warsaw I will go there. It's an amazing place with great food. Especially If you are meat lover, you will have the best meat in town, very well cooked. The atmosphere is really delicate and although it's a small restaurant you feel very cozy inside. Try to make a reservation before you go. I definitely recommend this place either for lunch or dinner.",1725433415,False
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,Oli Yorke,en,en,5,2 months ago,"Honestly, the best restaurant we ate at while we staying in Warsaw.

The staff were cheeky, polite and knew exactly what they were doing.

Ended up the first time having a 3 course meal when we initially popped in to grab a late night bite.

The best Pavlova I have ever tasted and the rye soup was outstanding! Also, they made a fantastic Amaretti Sour that wasn’t on the menu for me. We will be returning!",1722962300,False
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,James Barrett,en,en,5,2 weeks ago,"Top notch food, drinks, dessert, and nice atmosphere. Live violin was nice. Bart and Agnieszka were great, both very accommodating. Have come three times this last week and coming back tomorrow. Go check it out; you won’t be disappointed.",1728505803,False
ChIJBb9Yl_PMHkcRG6VERZb_ky8,Haitham Eltawiel,en,en,4,9 months ago,"Amazing Turkish restaurant with many branches
Good location in the center of warsaw
Very kind and amazing staff
Great Kebab and delicious
All food items are always fresh, got and delicious
This branch has also different types of Turkish sweet items and the wonderful Turkish tea 😁
Prices are affordable
I visited this branch 3 times till now in this week 😁 and I will visit more and more 😂",1706695044,False
ChIJBb9Yl_PMHkcRG6VERZb_ky8,Mustafa Çalı,en,en,2,4 months ago,The quality of meat is not good. It is tasteless without sauce. And they don’t use pistachios for baklava it has peas and spinach.,1719678596,False
ChIJBb9Yl_PMHkcRG6VERZb_ky8,Ree Nep,en,en,1,4 months ago,They serve cold kebab full of oil when I said them the worker said me it’s a sauce,1717385860,False
ChIJBb9Yl_PMHkcRG6VERZb_ky8,Tarek Salameh,en,en,5,2 years ago,"One of the best sandwitches Of Kebab in Warsaw..
Great service
Great food
Spicy orders are mostly recommended.
I would recommend it for after party quick bites.
Its opened 24/7 and has fresh food all time long.
Photos attached",1655243240,False
ChIJBb9Yl_PMHkcRG6VERZb_ky8,panagiotis dioilis,en,en,4,10 months ago,"It is an economical solution for late night , basically especially if it is Sunday but on other days it is the only one that is open late , don't expect anything exceptional from the food is just an ok , the service is good although I suggest you take it as a takeaway and eat it outside or somewhere else as a shop inside is not nice .",1703165766,False
ChIJUYc7fOXMHkcRc0mzGPP6chc,Kasia P,en,en,5,a month ago,"As always this place is on top! Great service and delicious food!
We went for a dinner. I had sorrel soup, french style tartare and Poziomki for a dessert. There is no better place in Warsaw",1726568185,False
ChIJUYc7fOXMHkcRc0mzGPP6chc,Jack Missington,en,en,5,7 months ago,"Great restaurant, would defs go back again.

As always with these places we go in a large group and we get everything ordered to the table for starters and desserts.

Had some a5 wagu beef for my main, you share it with someone else but the price was pretty good, 70quid or something which really wasn't too bad.",1710405873,False
ChIJUYc7fOXMHkcRc0mzGPP6chc,GreGg,en,en,4,a year ago,"I have been there a while ago. Location is a bit dofferent, but on the same street. Restaurant has clearly more space to offer for customers. Choice of food is quite wide; all rather with local, polish roots. We liked food and service. From value to price perspective I would rate with 4.5 stars.",1670778101,False
ChIJUYc7fOXMHkcRc0mzGPP6chc,MCD,en,en,4,2 years ago,"It’s a cute place with very well executed Polish style food. As you can see, the presentation could use some work, but the service was very good and the flavor profile is spot on; very light dishes and excellent creme brulée.",1642264981,False
ChIJUYc7fOXMHkcRc0mzGPP6chc,Marta B,en,en,3,9 months ago,"The food was average and quite overpriced for the quality that was served.
I ordered a Chicken Kyiv in English (as was written in the menu) but the waitress seemed to fail to understand me and corrected me that it’s called a “kotlet de volaille” in quite a snobbish manner, as if I didn’t know what I’m ordering. I didn’t bother explaining to her that it literally says Chicken Kyiv in the English menu and that her comment was both unnecessary and unprofessional but it left a mark on the experience. Other than a few hiccups, the service was prompt.
I’ve had really great food before, and I’ve had really great chicken Kyiv too - this was neither.
Even though the prices reflected a fine dining restaurant, the plating and appearance of the food did not.
The chocolate fondant for dessert was quite decent but again nothing to rave about.
The restaurant itself had a nice ambience and the whole set up was very pleasant, we also got our coats helped with and checked at the door which I appreciated.
As for drinks, there weren’t any spectacular non alcoholic options but the lemonade was quite nice. We didn’t have a chance to try the wine menu but it looked like it had quite some variety. Overall it was an okay dining experience but I doubt we will be back.",1706003156,False
ChIJB88ctfHMHkcRuvGcSBb6IF0,Patrick No,en,en,3,2 months ago,"In terms of Polish Milk Bars, this one was not the best one I’ve been to. I’m gonna say it was a little overrated. I wouldn’t recommend to go at the later part of the day because you’ll likely have 1/2 the menu be sold out.

The stuffed cabbage was average, but the cabbage salad was amazing. The pork cutlet was average and I found the sides to be standard. The rosol came lukewarm / cold, so that kinda sucked. The beetroot soup was lukewarm too, but at least the flavor was good.",1724170418,False
ChIJB88ctfHMHkcRuvGcSBb6IF0,Paul Harris,en,en,4,a week ago,"Retro cantina vibe. Big wall menu in Polish and English with good choice and prices. Tell cashier in booth what you want (no English spoken) you pay, get a pager and sit at table until it bleeps, then go to kitchen hatch...not all items were ready so chips went cold waiting for main course to be ready. (TIP: order in stages) Food was good. Soft drinks only.",1729247549,False
ChIJB88ctfHMHkcRuvGcSBb6IF0,Cyber Beer TV Vintage Channel,en,en,4,a week ago,"Retro cantina vibe.  Order a till pick up food at hatch, return empties to hatch.

The food was nice, but the mash potato was a little cold and conveying my order to the lady took some effort.",1729247279,False
ChIJB88ctfHMHkcRuvGcSBb6IF0,Lina Han,en,en,5,a week ago,"I was looking for bigos nearby and was told this was the place for traditional food - got something bigos adjacent, pierogies & water and it was 9.50 CAD. Was pretty good! Found pierogies a tad too oily for my liking but can't win em all",1729508552,False
ChIJB88ctfHMHkcRuvGcSBb6IF0,A R,en,en,5,3 weeks ago,"If someone wishes to try a true example of Polish cuisine,  just like it is eaten at a regular home, this is a place to be!
Big portions, delicious authentic food, just like at your mum's or grandma's.
And very affordable.",1727965930,False
ChIJoToG_fTMHkcRvnEOTBVeaVw,Gerald Tomyn,en,en,5,3 months ago,"This hotel is a welcome sight when staying in Warsaw. The rooms are big and comfortable. Rooms are air conditioned also. The shower is big and the water is hot. The breakfast is very good. Service is efficient.

One small complaint about the shower: there is no door, so the water gets out onto the floor of the bathroom. Also no shelf inside the shower itself so nowhere to put things.

Overall this is the best hotel I've stayed at in Poland.",1720940721,False
ChIJoToG_fTMHkcRvnEOTBVeaVw,Richard Wilson,en,en,5,a month ago,"I spent two nights here with my partner. The room that we were allocated was massive, with a separate living area, bedroom, bathroom/toilet, and another separate toilet. The beds were comfortable, and although there was no air-conditioning, the room temperature could be easily varied by opening the various windows in a slanted position.

Our room rate was very reasonable and included breakfast, which had a wide variety of cooked and cold dishes.

The hotel itself is well positioned in relation to public transport and the old town. I only had two minor niggles, the first being the shower, which sat over a bathtub with a curtain. It was impossible to stand up and shower because of the positioning of the head. Second, there was a large amount of roadwork activity outside, and the workmen started before 6 a.m.

Despite these niggles, I would still highly recommend this hotel for its value for money and location.",1727428127,False
ChIJoToG_fTMHkcRvnEOTBVeaVw,Tobias Stormly,en,en,2,2 months ago,"Good location.
They were shot ng a movie while we where there and there was road works which was annoying.
The toilets in the rooms are good, and the hotel bar is also good.
But the bedrooms are very old and needs renovation, also the elevator was slow and often congested due to the lack of there only being one.",1723203750,False
ChIJoToG_fTMHkcRvnEOTBVeaVw,Ovidiu Voicu,en,en,2,3 months ago,"The location is saving this place. Otherwise, it is just an old, tired hotel that needs urgent refurbishment.

I stayed for three nights, in a single room, on a business trip.

Everything was old: furniture, carpets, towels, sheets. The towels and sheets were clean, but the rooms and hallway were not so.

My windows were on the back side, towards the old and very noisy heating/cooling engine.

The bad was very small. Inevitably, the mattress was old and uncomfortable.

The breakfast was poor. Despite the relative variety, the products looked and felt like the cheapest option was selected.

I wouldn't stay here again.",1721938162,False
ChIJoToG_fTMHkcRvnEOTBVeaVw,Irina Bosin,en,en,4,3 months ago,"Certainly! Here's the updated review:

---

The hotel's location is excellent, and the rooms are spacious. However, there is an unmistakable smell of old age throughout the premises. The immigrant staff members are polite and accommodating, but the Polish staff are not. You will experience a lot of negativity if you don't speak Polish, even if you know four other languages. Also, make sure to bring your own shampoo and other toiletries, as they are not provided.",1719912944,False
ChIJUZnHkG_MHkcRp0_lW-_LJfA,Paweł,en,en,2,a week ago,We have ordered drinks for 4 people. One of us got everything after 3 minutes. The rest after 40 minutes. Later service was better but first impression was negative. Food was average. Restaurant more oriented on tourists- I suppose.  Some decoration really nice.,1729202630,False
ChIJUZnHkG_MHkcRp0_lW-_LJfA,Sagit Mis,en,en,5,2 months ago,"This was the first restaurant we visited in Warsaw and it was a great start, a lovely area, and a good atmosphere.
We were greeted by a waiter named Camille who did a great job, the dishes were excellent and the stay was lovely.
The dishes were excellent and the stay was lovely so we went back again for the last evening, and it's a shame we didn't ask for Camille again, this time we sat in a different area which is also special, we had another waiter who had difficulty with the language and in general, he was nice but less so, but still the dishes were all excellent.
Even the vegetarian among us and the girls had successful options.
Highly recommend - hope to return in the future",1723795239,False
ChIJUZnHkG_MHkcRp0_lW-_LJfA,Sandy Tataa,en,en,5,in the last week,The restaurant has a wonderful atmosphere and the waitress Maria who served us the best food has a smile on her face and she gave us the best service that you would imagine. The food was on time and tasty. I recommend this place where I would revisit.,1729882265,False
ChIJUZnHkG_MHkcRp0_lW-_LJfA,Melissa Leong,en,en,4,2 months ago,"We had a very fulfilling meal here at this welcoming and homey restaurant, and the server was attentive. It was in a very spacious setting with music playing, and the food here had big portions and good taste. We liked the potato pancakes with chicken goulash. They brew their own beers which come in a stein. The restaurant seemed popular too and was constantly packed. However, the service/food serving was extremely slow. We had to wait a long time for the mains to be served and almost felt full from digesting our drinks and starters. Could have finished our meal 45min earlier and seen a bit of the old town at night. You could take the metro 2 stations from Centrum and walk 10-15min towards the old town to get here.",1722459673,False
ChIJUZnHkG_MHkcRp0_lW-_LJfA,YL LIN,en,en,5,5 months ago,"Nice food and very nice ambiance. Staffs are very attentive. We came here twice. We came on the weekday noon the first time and there was no queue, but the second time we came on the weekend around 3 pm, there was a long queue. The queuing people are not just random tourists but the locals so we knew that it must be a nice restaurant that serve authentic food.  Even my half Polish husband and his polish grandpa said the food was good and authentic. We tried their traditional rye soup and beetroot cold soup. Their roasted pork knuckle and grilled and fired pork chop. All the dishes here are very affordable and tasty. Love this place.",1716734465,False
ChIJYVASOCnNHkcR1ZVMyr7T68w,Nusynasy S,en,en,5,a month ago,Really great atmosphere and the food is amazing! Big portions and fantastic flavours. The decor was super and unexpected find on this quiet side road. Live music on the weekends!!,1726387152,False
ChIJYVASOCnNHkcR1ZVMyr7T68w,Nadine Trautmann,en,en,5,5 months ago,"Great atmosphere, large selection of dishes, super tasty food and very friendly staff. We'll be back on our next visit.",1716010819,False
ChIJYVASOCnNHkcR1ZVMyr7T68w,Janet S.,en,en,5,a month ago,"Fabulous atmosphere, even with live music, fantastic food and great service, definitely not our last time here.",1725330166,False
ChIJYVASOCnNHkcR1ZVMyr7T68w,Klaudia Ochman,en,en,5,6 months ago,"Tasty food, good place for some work small events, sometimes live music. The meals are amazing as well as starters",1712644137,False
ChIJYVASOCnNHkcR1ZVMyr7T68w,Marian,en,en,4,8 months ago,"The atmosphere was amazing with beautiful live music.

The Service very fast and the waiter very professional.

Prices are ok.

—

Anyway:

1. You don’t need to put ajvar and parslin in shopska lol - this is a crime in Serbia and Bosnia lol

2. You don’t need to put “batak” in the “mesano meso” - this is another crime lol",1708850960,False
